Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
3e-06,Artemis_47314,Tick,0,0,0,0,,,0,0,0,OK
3e-06,raiseKeyErrorteamname_42,Tick,0,0,0,0,,,0,0,0,OK
3e-06,FrankfurtHedgehogs_347788,Tick,0,0,0,0,,,0,0,0,OK
3e-06,stonk_7312,Tick,0,0,0,0,,,0,0,0,OK
3e-06,DoubleL_810975,Tick,0,0,0,0,,,0,0,0,OK
3e-06,PnL_1511,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Hannystars_17,Tick,0,0,0,0,,,0,0,0,OK
3e-06,eltemeth_271828,Tick,0,0,0,0,,,0,0,0,OK
0.230321,Artemis_47314,Tick,0,0,0,0,,,0,0,0,OK
0.230321,raiseKeyErrorteamname_42,Tick,0,0,0,0,,,0,0,0,OK
0.230321,FrankfurtHedgehogs_347788,Tick,0,0,0,0,,,0,0,0,OK
0.230321,stonk_7312,Tick,0,0,0,0,,,0,0,0,OK
0.230321,DoubleL_810975,Tick,0,0,0,0,,,0,0,0,OK
0.230321,PnL_1511,Tick,0,0,0,0,,,0,0,0,OK
0.230321,Hannystars_17,Tick,0,0,0,0,,,0,0,0,OK
0.230321,eltemeth_271828,Tick,0,0,0,0,,,0,0,0,OK
0.517082,Artemis_47314,Tick,0,0,0,0,,,0,0,0,OK
0.517082,raiseKeyErrorteamname_42,Tick,0,0,0,0,,,0,0,0,OK
0.517082,FrankfurtHedgehogs_347788,Tick,0,0,0,0,,,0,0,0,OK
0.517082,stonk_7312,Tick,0,0,0,0,,,0,0,0,OK
0.517082,DoubleL_810975,Tick,0,0,0,0,,,0,0,0,OK
0.517082,PnL_1511,Tick,0,0,0,0,,,0,0,0,OK
0.517082,Hannystars_17,Tick,0,0,0,0,,,0,0,0,OK
0.517082,eltemeth_271828,Tick,0,0,0,0,,,0,0,0,OK
0.720005,Artemis_47314,Tick,0,0,0,0,,,0,0,0,OK
0.720005,raiseKeyErrorteamname_42,Tick,0,0,0,0,,,0,0,0,OK
0.720005,FrankfurtHedgehogs_347788,Tick,0,0,0,0,,,0,0,0,OK
0.720005,stonk_7312,Tick,0,0,0,0,,,0,0,0,OK
0.720005,DoubleL_810975,Tick,0,0,0,0,,,0,0,0,OK
0.720005,PnL_1511,Tick,0,0,0,0,,,0,0,0,OK
0.720005,Hannystars_17,Tick,0,0,0,0,,,0,0,0,OK
0.720005,eltemeth_271828,Tick,0,0,0,0,,,0,0,0,OK
0.95677,Artemis_47314,Tick,0,0,0,0,,,0,0,0,OK
0.95677,raiseKeyErrorteamname_42,Tick,0,0,0,0,,,0,0,0,OK
0.95677,FrankfurtHedgehogs_347788,Tick,0,0,0,0,,,0,0,0,OK
0.95677,stonk_7312,Tick,0,0,0,0,,,0,0,0,OK
0.95677,DoubleL_810975,Tick,0,0,0,0,,,0,0,0,OK
0.95677,PnL_1511,Tick,0,0,0,0,,,0,0,0,OK
0.95677,Hannystars_17,Tick,0,0,0,0,,,0,0,0,OK
0.95677,eltemeth_271828,Tick,0,0,0,0,,,0,0,0,OK
1.284478,Artemis_47314,Tick,0,0,0,0,,140400,0,0,0,OK
1.284478,raiseKeyErrorteamname_42,Tick,0,0,0,0,,140400,0,0,0,OK
1.284478,FrankfurtHedgehogs_347788,Tick,0,0,0,0,,140400,0,0,0,OK
1.284478,stonk_7312,Tick,0,0,0,0,,140400,0,0,0,OK
1.284478,DoubleL_810975,Tick,0,0,0,0,,140400,0,0,0,OK
1.284478,PnL_1511,Tick,0,0,0,0,,140400,0,0,0,OK
1.284478,Hannystars_17,Tick,0,0,0,0,,140400,0,0,0,OK
1.284478,eltemeth_271828,Tick,0,0,0,0,,140400,0,0,0,OK
1.491151,Artemis_47314,Tick,0,0,0,0,,140400,0,0,0,OK
1.491151,raiseKeyErrorteamname_42,Tick,0,0,0,0,,140400,0,0,0,OK
1.491151,FrankfurtHedgehogs_347788,Tick,0,0,0,0,,140400,0,0,0,OK
1.491151,stonk_7312,Tick,0,0,0,0,,140400,0,0,0,OK
1.491151,DoubleL_810975,Tick,0,0,0,0,,140400,0,0,0,OK
1.491151,PnL_1511,Tick,0,0,0,0,,140400,0,0,0,OK
1.491151,Hannystars_17,Tick,0,0,0,0,,140400,0,0,0,OK
1.491151,eltemeth_271828,Tick,0,0,0,0,,140400,0,0,0,OK
1.764988,Artemis_47314,Tick,0,0,0,0,,140400,0,0,0,OK
1.764988,raiseKeyErrorteamname_42,Tick,0,0,0,0,,140400,0,0,0,OK
1.764988,FrankfurtHedgehogs_347788,Tick,0,0,0,0,,140400,0,0,0,OK
1.764988,stonk_7312,Tick,0,0,0,0,,140400,0,0,0,OK
1.764988,DoubleL_810975,Tick,0,0,0,0,,140400,0,0,0,OK
1.764988,PnL_1511,Tick,0,0,0,0,,140400,0,0,0,OK
1.764988,Hannystars_17,Tick,0,0,0,0,,140400,0,0,0,OK
1.764988,eltemeth_271828,Tick,0,0,0,0,,140400,0,0,0,OK
1.996369,Artemis_47314,Tick,0,50,-50,0,140600,140400,-702,7025702,-4298,OK
1.996369,raiseKeyErrorteamname_42,Tick,0,0,0,0,140600,140400,0,0,0,OK
1.996369,FrankfurtHedgehogs_347788,Tick,0,0,0,0,140600,140400,0,0,0,OK
1.996369,stonk_7312,Tick,0,0,0,0,140600,140400,0,0,0,OK
1.996369,DoubleL_810975,Tick,0,25,-25,0,140600,140400,-351,3513351,-1649,OK
1.996369,PnL_1511,Tick,0,0,0,0,140600,140400,0,0,0,OK
1.996369,Hannystars_17,Tick,0,50,-50,0,140600,140400,-702,7025702,-4298,OK
1.996369,eltemeth_271828,Tick,0,0,0,0,140600,140400,0,0,0,OK
2.298092,Artemis_47314,Tick,0,50,-50,0,140500,140400,-702,7025702,702,OK
2.298092,raiseKeyErrorteamname_42,Tick,0,0,0,0,140500,140400,0,0,0,OK
2.298092,FrankfurtHedgehogs_347788,Tick,0,0,0,0,140500,140400,0,0,0,OK
2.298092,stonk_7312,Tick,0,0,0,0,140500,140400,0,0,0,OK
2.298092,DoubleL_810975,Tick,0,25,-25,0,140500,140400,-351,3513351,851,OK
2.298092,PnL_1511,Tick,0,0,0,0,140500,140400,0,0,0,OK
2.298092,Hannystars_17,Tick,0,53,-53,0,140500,140400,-744,7447244,744,OK
2.298092,eltemeth_271828,Tick,0,0,0,0,140500,140400,0,0,0,OK
2.522652,Artemis_47314,Tick,0,50,-50,0,140500,140600,-702,7025702,702,OK
2.522652,raiseKeyErrorteamname_42,Tick,0,0,0,0,140500,140600,0,0,0,OK
2.522652,FrankfurtHedgehogs_347788,Tick,0,0,0,0,140500,140600,0,0,0,OK
2.522652,stonk_7312,Tick,0,0,0,0,140500,140600,0,0,0,OK
2.522652,DoubleL_810975,Tick,0,25,-25,0,140500,140600,-351,3513351,851,OK
2.522652,PnL_1511,Tick,0,0,0,0,140500,140600,0,0,0,OK
2.522652,Hannystars_17,Tick,0,53,-53,0,140500,140600,-744,7447244,744,OK
2.522652,eltemeth_271828,Tick,0,0,0,0,140500,140600,0,0,0,OK
2.75187,Artemis_47314,Tick,0,50,-50,0,140700,140600,-702,7025702,-9298,OK
2.75187,raiseKeyErrorteamname_42,Tick,0,0,0,0,140700,140600,0,0,0,OK
2.75187,FrankfurtHedgehogs_347788,Tick,0,0,0,0,140700,140600,0,0,0,OK
2.75187,stonk_7312,Tick,0,0,0,0,140700,140600,0,0,0,OK
2.75187,DoubleL_810975,Tick,0,49,-49,0,140700,140600,-689,6888989,-5311,OK
2.75187,PnL_1511,Tick,0,0,0,0,140700,140600,0,0,0,OK
2.75187,Hannystars_17,Tick,0,76,-76,0,140700,140600,-1067,10681367,-11833,OK
2.75187,eltemeth_271828,Tick,0,0,0,0,140700,140600,0,0,0,OK
2.97215,Artemis_47314,Tick,0,50,-50,0,140700,140600,-702,7025702,-9298,OK
2.97215,raiseKeyErrorteamname_42,Tick,0,0,0,0,140700,140600,0,0,0,OK
2.97215,FrankfurtHedgehogs_347788,Tick,0,0,0,0,140700,140600,0,0,0,OK
2.97215,stonk_7312,Tick,0,0,0,0,140700,140600,0,0,0,OK
2.97215,DoubleL_810975,Tick,0,49,-49,49,140700,140600,-689,-411,-5311,OK
2.97215,PnL_1511,Tick,0,0,0,0,140700,140600,0,0,0,OK
2.97215,Hannystars_17,Tick,0,76,-76,0,140700,140600,-1067,10681367,-11833,OK
2.97215,eltemeth_271828,Tick,0,0,0,0,140700,140600,0,0,0,OK
3.245691,Artemis_47314,Tick,0,50,-50,0,140700,140600,-702,7025702,-9298,OK
3.245691,raiseKeyErrorteamname_42,Tick,0,0,0,0,140700,140600,0,0,0,OK
3.245691,FrankfurtHedgehogs_347788,Tick,0,0,0,0,140700,140600,0,0,0,OK
3.245691,stonk_7312,Tick,0,0,0,0,140700,140600,0,0,0,OK
3.245691,DoubleL_810975,Tick,0,49,-49,49,140700,140600,-689,-411,-5311,OK
3.245691,PnL_1511,Tick,0,0,0,0,140700,140600,0,0,0,OK
3.245691,Hannystars_17,Tick,0,76,-76,0,140700,140600,-1067,10681367,-11833,OK
3.245691,eltemeth_271828,Tick,0,0,0,0,140700,140600,0,0,0,OK
