Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
4e-06,Hannystars_17,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Ad2f2marmar_314159,Tick,0,0,0,0,,,0,0,0,OK
4e-06,ReadyTraderHoe_9698,Tick,0,0,0,0,,,0,0,0,OK
4e-06,AnimalSquad_1,Tick,0,0,0,0,,,0,0,0,OK
4e-06,JJN_101014,Tick,0,0,0,0,,,0,0,0,OK
4e-06,TeamSW_65535,Tick,0,0,0,0,,,0,0,0,OK
4e-06,GrowmoreAP_772629,Tick,0,0,0,0,,,0,0,0,OK
4e-06,AlgoAlchemists_90516,Tick,0,0,0,0,,,0,0,0,OK
0.270672,Hannystars_17,Tick,0,1,-1,1,126500,,-13,113,113,OK
0.270672,Ad2f2marmar_314159,Tick,0,0,0,0,126500,,0,0,0,OK
0.270672,ReadyTraderHoe_9698,Tick,0,0,0,0,126500,,0,0,0,OK
0.270672,AnimalSquad_1,Tick,0,0,0,0,126500,,0,0,0,OK
0.270672,JJN_101014,Tick,0,0,0,0,126500,,0,0,0,OK
0.270672,TeamSW_65535,Tick,0,0,0,0,126500,,0,0,0,OK
0.270672,GrowmoreAP_772629,Tick,0,0,0,0,126500,,0,0,0,OK
0.270672,AlgoAlchemists_90516,Tick,0,0,0,0,126500,,0,0,0,OK
0.473381,Hannystars_17,Tick,0,20,-20,20,126600,,-254,2254,2254,OK
0.473381,Ad2f2marmar_314159,Tick,0,0,0,0,126600,,0,0,0,OK
0.473381,ReadyTraderHoe_9698,Tick,0,0,0,0,126600,,0,0,0,OK
0.473381,AnimalSquad_1,Tick,0,10,-10,0,126600,,-126,1264126,1264126,OK
0.473381,JJN_101014,Tick,0,0,0,0,126600,,0,0,0,OK
0.473381,TeamSW_65535,Tick,0,0,0,0,126600,,0,0,0,OK
0.473381,GrowmoreAP_772629,Tick,0,0,0,0,126600,,0,0,0,OK
0.473381,AlgoAlchemists_90516,Tick,0,0,0,0,126600,,0,0,0,OK
0.764186,Hannystars_17,Tick,0,30,-30,30,126600,,-1,3001,3001,OK
0.764186,Ad2f2marmar_314159,Tick,0,0,0,0,126600,,0,0,0,OK
0.764186,ReadyTraderHoe_9698,Tick,0,0,0,0,126600,,0,0,0,OK
0.764186,AnimalSquad_1,Tick,0,10,-10,0,126600,,-126,1264126,1264126,OK
0.764186,JJN_101014,Tick,0,0,0,0,126600,,0,0,0,OK
0.764186,TeamSW_65535,Tick,0,0,0,0,126600,,0,0,0,OK
0.764186,GrowmoreAP_772629,Tick,0,0,0,0,126600,,0,0,0,OK
0.764186,AlgoAlchemists_90516,Tick,0,0,0,0,126600,,0,0,0,OK
1.007243,Hannystars_17,Tick,0,30,-30,30,126600,,-1,3001,3001,OK
1.007243,Ad2f2marmar_314159,Tick,0,0,0,0,126600,,0,0,0,OK
1.007243,ReadyTraderHoe_9698,Tick,0,0,0,0,126600,,0,0,0,OK
1.007243,AnimalSquad_1,Tick,0,10,-10,0,126600,,-126,1264126,1264126,OK
1.007243,JJN_101014,Tick,0,0,0,0,126600,,0,0,0,OK
1.007243,TeamSW_65535,Tick,0,0,0,0,126600,,0,0,0,OK
1.007243,GrowmoreAP_772629,Tick,0,0,0,0,126600,,0,0,0,OK
1.007243,AlgoAlchemists_90516,Tick,0,0,0,0,126600,,0,0,0,OK
1.226603,Hannystars_17,Tick,0,30,-30,30,126600,126700,-1,3001,6001,OK
1.226603,Ad2f2marmar_314159,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.226603,ReadyTraderHoe_9698,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.226603,AnimalSquad_1,Tick,0,10,-10,0,126600,126700,-126,1264126,-1874,OK
1.226603,JJN_101014,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.226603,TeamSW_65535,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.226603,GrowmoreAP_772629,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.226603,AlgoAlchemists_90516,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.546348,Hannystars_17,Tick,0,30,-30,30,126600,126800,-1,3001,9001,OK
1.546348,Ad2f2marmar_314159,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.546348,ReadyTraderHoe_9698,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.546348,AnimalSquad_1,Tick,0,10,-10,0,126600,126800,-126,1264126,-1874,OK
1.546348,JJN_101014,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.546348,TeamSW_65535,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.546348,GrowmoreAP_772629,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.546348,AlgoAlchemists_90516,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.727474,Hannystars_17,Tick,0,30,-30,30,126800,126800,-1,3001,3001,OK
