Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
4e-06,OptiverFanboys_117,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Jagiellonian5_99816,Tick,0,0,0,0,,,0,0,0,OK
4e-06,stonk_7312,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Ad2f2marmar_314159,Tick,0,0,0,0,,,0,0,0,OK
4e-06,ReadyTraderHoe_9698,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Finitist_4274,Tick,0,0,0,0,,,0,0,0,OK
4e-06,CrackLewis_524288,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Hannystars_17,Tick,0,0,0,0,,,0,0,0,OK
0.262845,OptiverFanboys_117,Tick,0,0,0,0,126500,,0,0,0,OK
0.262845,Jagiellonian5_99816,Tick,0,0,0,0,126500,,0,0,0,OK
0.262845,stonk_7312,Tick,0,0,0,0,126500,,0,0,0,OK
0.262845,Ad2f2marmar_314159,Tick,0,0,0,0,126500,,0,0,0,OK
0.262845,ReadyTraderHoe_9698,Tick,0,0,0,0,126500,,0,0,0,OK
0.262845,Finitist_4274,Tick,0,1,-1,0,126500,,-13,126513,126513,OK
0.262845,CrackLewis_524288,Tick,0,0,0,0,126500,,0,0,0,OK
0.262845,Hannystars_17,Tick,0,0,0,0,126500,,0,0,0,OK
0.543455,OptiverFanboys_117,Tick,0,0,0,0,126600,,0,0,0,OK
0.543455,Jagiellonian5_99816,Tick,0,0,0,0,126600,,0,0,0,OK
0.543455,stonk_7312,Tick,0,0,0,0,126600,,0,0,0,OK
0.543455,Ad2f2marmar_314159,Tick,0,0,0,0,126600,,0,0,0,OK
0.543455,ReadyTraderHoe_9698,Tick,0,0,0,0,126600,,0,0,0,OK
0.543455,Finitist_4274,Tick,0,45,-45,0,126600,,-570,5697470,5697470,OK
0.543455,CrackLewis_524288,Tick,0,0,0,0,126600,,0,0,0,OK
0.543455,Hannystars_17,Tick,0,20,-20,20,126600,,-253,2253,2253,OK
0.777652,OptiverFanboys_117,Tick,0,0,0,0,126600,,0,0,0,OK
0.777652,Jagiellonian5_99816,Tick,0,0,0,0,126600,,0,0,0,OK
0.777652,stonk_7312,Tick,0,0,0,0,126600,,0,0,0,OK
0.777652,Ad2f2marmar_314159,Tick,0,0,0,0,126600,,0,0,0,OK
0.777652,ReadyTraderHoe_9698,Tick,0,0,0,0,126600,,0,0,0,OK
0.777652,Finitist_4274,Tick,0,45,-45,0,126600,,-570,5697470,5697470,OK
0.777652,CrackLewis_524288,Tick,0,0,0,0,126600,,0,0,0,OK
0.777652,Hannystars_17,Tick,0,20,-20,20,126600,,-253,2253,2253,OK
1.013197,OptiverFanboys_117,Tick,0,0,0,0,126600,,0,0,0,OK
1.013197,Jagiellonian5_99816,Tick,0,0,0,0,126600,,0,0,0,OK
1.013197,stonk_7312,Tick,0,0,0,0,126600,,0,0,0,OK
1.013197,Ad2f2marmar_314159,Tick,0,0,0,0,126600,,0,0,0,OK
1.013197,ReadyTraderHoe_9698,Tick,0,0,0,0,126600,,0,0,0,OK
1.013197,Finitist_4274,Tick,0,45,-45,0,126600,,-570,5697470,5697470,OK
1.013197,CrackLewis_524288,Tick,0,0,0,0,126600,,0,0,0,OK
1.013197,Hannystars_17,Tick,0,20,-20,20,126600,,-253,2253,2253,OK
1.219864,OptiverFanboys_117,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.219864,Jagiellonian5_99816,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.219864,stonk_7312,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.219864,Ad2f2marmar_314159,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.219864,ReadyTraderHoe_9698,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.219864,Finitist_4274,Tick,0,45,-45,0,126600,126700,-570,5697470,470,OK
1.219864,CrackLewis_524288,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.219864,Hannystars_17,Tick,0,20,-20,20,126600,126700,-253,2253,4253,OK
1.490398,OptiverFanboys_117,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.490398,Jagiellonian5_99816,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.490398,stonk_7312,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.490398,Ad2f2marmar_314159,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.490398,ReadyTraderHoe_9698,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.490398,Finitist_4274,Tick,0,45,-45,0,126600,126800,-570,5697470,470,OK
1.490398,CrackLewis_524288,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.490398,Hannystars_17,Tick,0,20,-20,20,126600,126800,-253,2253,6253,OK
1.776765,OptiverFanboys_117,Tick,0,0,0,0,127300,126800,0,0,0,OK
1.776765,Jagiellonian5_99816,Tick,30,0,30,-30,127300,126800,764,-6764,856,OK
1.776765,stonk_7312,Tick,0,0,0,0,127300,126800,0,0,0,OK
1.776765,Ad2f2marmar_314159,Tick,0,0,0,0,127300,126800,0,0,0,OK
1.776765,ReadyTraderHoe_9698,Tick,0,57,-57,57,127300,126800,-724,-10676,-25154,OK
1.776765,Finitist_4274,Tick,67,67,0,0,127300,126800,852,-11352,-11352,OK
1.776765,CrackLewis_524288,Tick,0,0,0,0,127300,126800,0,0,0,OK
1.776765,Hannystars_17,Tick,0,38,-38,38,127300,126800,-482,282,-9370,OK
