Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
3e-06,Finitist_4274,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Shedneryan_223251,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Hannystars 17,Tick,0,0,0,0,,,0,0,0,OK
0.286402,Finitist_4274,Tick,0,0,0,0,,,0,0,0,OK
0.286402,Shedneryan_223251,Tick,0,0,0,0,,,0,0,0,OK
0.286402,Hannystars 17,Tick,0,0,0,0,,,0,0,0,OK
0.483809,Finitist_4274,Tick,0,0,0,0,,,0,0,0,OK
0.483809,Shedneryan_223251,Tick,0,0,0,0,,,0,0,0,OK
0.483809,Hannystars 17,Tick,0,0,0,0,,,0,0,0,OK
0.726433,Finitist_4274,Tick,0,0,0,0,,,0,0,0,OK
0.726433,Shedneryan_223251,Tick,0,0,0,0,,,0,0,0,OK
0.726433,Hannystars 17,Tick,0,0,0,0,,,0,0,0,OK
1.005157,Finitist_4274,Tick,0,50,-50,0,147600,147100,-736,7360736,-4264,OK
1.005157,Shedneryan_223251,Tick,0,50,-50,0,147600,147100,-736,7355736,-9264,OK
1.005157,Hannystars 17,Tick,0,20,-20,20,147600,147100,-294,2294,-1706,OK
1.215571,Finitist_4274,Tick,0,50,-50,0,147100,147100,-736,7360736,5736,OK
1.215571,Shedneryan_223251,Tick,1,50,-49,0,147100,147100,-751,7208651,751,OK
1.215571,Hannystars 17,Tick,0,20,-20,20,147100,147100,-294,2294,2294,OK
1.465828,Finitist_4274,Tick,0,50,-50,0,147100,147100,-736,7360736,5736,OK
1.465828,Shedneryan_223251,Tick,1,50,-49,0,147100,147100,-751,7208651,751,OK
1.465828,Hannystars 17,Tick,0,20,-20,20,147100,147100,-294,2294,2294,OK
1.783441,Finitist_4274,Tick,0,50,-50,0,147100,147100,-736,7360736,5736,OK
1.783441,Shedneryan_223251,Tick,1,50,-49,0,147100,147100,-751,7208651,751,OK
1.783441,Hannystars 17,Tick,0,20,-20,20,147100,147100,-294,2294,2294,OK
